ekip_adi,islem_tipi,tarih,saat,talimat_adet
Ankara Ekip,EFT,2024-10-15,9,9
Merkez Ekip,EFT,2024-10-15,10,20
İstanbul Ekip,EFT,2024-10-15,10,23
Ankara Ekip,EFT,2024-10-15,10,7
Merkez Ekip,EFT,2024-10-15,11,7
İstanbul Ekip,EFT,2024-10-15,11,3
Ankara Ekip,EFT,2024-10-15,11,2
Merkez Ekip,EFT,2024-10-15,12,2
Ankara Ekip,EFT,2024-10-15,12,3
Merkez Ekip,EFT,2024-10-15,13,9
İstanbul Ekip,EFT,2024-10-15,13,6
Ankara Ekip,EFT,2024-10-15,13,2
Merkez Ekip,EFT,2024-10-15,14,7
İstanbul Ekip,EFT,2024-10-15,14,7
Ankara Ekip,EFT,2024-10-15,14,1
Merkez Ekip,EFT,2024-10-15,15,4
İstanbul Ekip,EFT,2024-10-15,15,4
Ankara Ekip,EFT,2024-10-15,15,5
Merkez Ekip,EFT,2024-10-15,16,15
İstanbul Ekip,EFT,2024-10-15,16,10
Ankara Ekip,EFT,2024-10-15,16,2
Merkez Ekip,EFT,2024-10-15,18,2
Ankara Ekip,EFT,2024-10-15,18,2
Merkez Ekip,EFT,2024-10-15,19,1
Merkez Ekip,EFT,2024-10-15,23,3
İstanbul Ekip,EFT,2024-10-15,23,2
Ankara Ekip,EFT,2024-10-15,23,2
Merkez Ekip,EFT,2024-10-16,6,10
İstanbul Ekip,EFT,2024-10-16,6,4
Merkez Ekip,EFT,2024-10-16,7,4
İstanbul Ekip,EFT,2024-10-16,7,3
Merkez Ekip,EFT,2024-10-16,8,11
İstanbul Ekip,EFT,2024-10-16,8,13
Ankara Ekip,EFT,2024-10-16,8,5
Merkez Ekip,EFT,2024-10-16,9,9
İstanbul Ekip,EFT,2024-10-16,9,5
Ankara Ekip,EFT,2024-10-16,9,2
Merkez Ekip,EFT,2024-10-16,10,5
İstanbul Ekip,EFT,2024-10-16,10,4
Ankara Ekip,EFT,2024-10-16,10,3
Merkez Ekip,EFT,2024-10-16,11,10
İstanbul Ekip,EFT,2024-10-16,11,13
Ankara Ekip,EFT,2024-10-16,11,1
Merkez Ekip,EFT,2024-10-16,12,5
İstanbul Ekip,EFT,2024-10-16,12,6
Ankara Ekip,EFT,2024-10-16,12,2
Merkez Ekip,EFT,2024-10-16,13,3
İstanbul Ekip,EFT,2024-10-16,13,4
Ankara Ekip,EFT,2024-10-16,13,1
Merkez Ekip,EFT,2024-10-16,14,6
İstanbul Ekip,EFT,2024-10-16,14,2
Ankara Ekip,EFT,2024-10-16,14,4
Merkez Ekip,EFT,2024-10-16,15,4
İstanbul Ekip,EFT,2024-10-16,15,3
Ankara Ekip,EFT,2024-10-16,15,2
Merkez Ekip,EFT,2024-10-16,16,1
Ankara Ekip,EFT,2024-10-16,16,1
Merkez Ekip,EFT,2024-10-16,17,16
İstanbul Ekip,EFT,2024-10-16,17,14
Ankara Ekip,EFT,2024-10-16,17,4
İstanbul Ekip,EFT,2024-10-16,18,1
Merkez Ekip,EFT,2024-10-16,19,1
İstanbul Ekip,EFT,2024-10-16,19,3
Ankara Ekip,EFT,2024-10-16,19,1
Merkez Ekip,EFT,2024-10-17,1,7
İstanbul Ekip,EFT,2024-10-17,1,1
Ankara Ekip,EFT,2024-10-17,1,1
Merkez Ekip,EFT,2024-10-17,4,24
İstanbul Ekip,EFT,2024-10-17,4,16
Ankara Ekip,EFT,2024-10-17,4,11
Merkez Ekip,EFT,2024-10-17,6,3
İstanbul Ekip,EFT,2024-10-17,6,5
Ankara Ekip,EFT,2024-10-17,6,1
Merkez Ekip,EFT,2024-10-17,7,20
İstanbul Ekip,EFT,2024-10-17,7,21
Ankara Ekip,EFT,2024-10-17,7,6
Merkez Ekip,EFT,2024-10-17,8,9
İstanbul Ekip,EFT,2024-10-17,8,1
Ankara Ekip,EFT,2024-10-17,8,1
Merkez Ekip,EFT,2024-10-17,9,13
İstanbul Ekip,EFT,2024-10-17,9,8
Ankara Ekip,EFT,2024-10-17,9,9
Merkez Ekip,EFT,2024-10-17,10,4
İstanbul Ekip,EFT,2024-10-17,10,6
Ankara Ekip,EFT,2024-10-17,10,5
Merkez Ekip,EFT,2024-10-17,11,5
İstanbul Ekip,EFT,2024-10-17,11,7
Ankara Ekip,EFT,2024-10-17,11,3
Merkez Ekip,EFT,2024-10-17,12,9
İstanbul Ekip,EFT,2024-10-17,12,6
Ankara Ekip,EFT,2024-10-17,12,4
Merkez Ekip,EFT,2024-10-17,13,9
İstanbul Ekip,EFT,2024-10-17,13,9
Ankara Ekip,EFT,2024-10-17,13,4
Merkez Ekip,EFT,2024-10-17,14,13
İstanbul Ekip,EFT,2024-10-17,14,11
Ankara Ekip,EFT,2024-10-17,14,5
Merkez Ekip,EFT,2024-10-17,15,3
İstanbul Ekip,EFT,2024-10-17,15,5
Merkez Ekip,EFT,2024-10-17,16,2
İstanbul Ekip,EFT,2024-10-17,16,1
Ankara Ekip,EFT,2024-10-17,16,2
Merkez Ekip,EFT,2024-10-17,17,4
İstanbul Ekip,EFT,2024-10-17,17,2
Ankara Ekip,EFT,2024-10-17,17,2
Merkez Ekip,EFT,2024-10-17,18,1
Merkez Ekip,EFT,2024-10-17,19,3
İstanbul Ekip,EFT,2024-10-17,19,3
Ankara Ekip,EFT,2024-10-17,19,1
Merkez Ekip,EFT,2024-10-17,21,2
İstanbul Ekip,EFT,2024-10-17,21,7
Ankara Ekip,EFT,2024-10-17,21,2
Merkez Ekip,EFT,2024-10-17,23,2
Ankara Ekip,EFT,2024-10-17,23,1
Merkez Ekip,EFT,2024-10-18,1,1
İstanbul Ekip,EFT,2024-10-18,1,1
Merkez Ekip,EFT,2024-10-18,4,1
İstanbul Ekip,EFT,2024-10-18,4,2
Ankara Ekip,EFT,2024-10-18,4,1
Merkez Ekip,EFT,2024-10-18,6,2
İstanbul Ekip,EFT,2024-10-18,6,1
Ankara Ekip,EFT,2024-10-18,6,1
Merkez Ekip,EFT,2024-10-18,7,13
İstanbul Ekip,EFT,2024-10-18,7,12
Ankara Ekip,EFT,2024-10-18,7,6
Merkez Ekip,EFT,2024-10-18,8,27
İstanbul Ekip,EFT,2024-10-18,8,8
Ankara Ekip,EFT,2024-10-18,8,6
Merkez Ekip,EFT,2024-10-18,9,7
İstanbul Ekip,EFT,2024-10-18,9,4
Ankara Ekip,EFT,2024-10-18,9,5
Merkez Ekip,EFT,2024-10-18,10,7
İstanbul Ekip,EFT,2024-10-18,10,4
Ankara Ekip,EFT,2024-10-18,10,3
Merkez Ekip,EFT,2024-10-18,11,1
İstanbul Ekip,EFT,2024-10-18,11,4
Ankara Ekip,EFT,2024-10-18,11,3
Merkez Ekip,EFT,2024-10-18,12,7
İstanbul Ekip,EFT,2024-10-18,12,2
Ankara Ekip,EFT,2024-10-18,12,3
Merkez Ekip,EFT,2024-10-18,13,3
İstanbul Ekip,EFT,2024-10-18,13,2
Ankara Ekip,EFT,2024-10-18,13,1
Merkez Ekip,EFT,2024-10-18,14,6
İstanbul Ekip,EFT,2024-10-18,14,5
Ankara Ekip,EFT,2024-10-18,14,3
Merkez Ekip,EFT,2024-10-18,15,1
İstanbul Ekip,EFT,2024-10-18,15,3
Merkez Ekip,EFT,2024-10-18,16,4
İstanbul Ekip,EFT,2024-10-18,16,5
Ankara Ekip,EFT,2024-10-18,16,1
Merkez Ekip,EFT,2024-10-18,18,8
İstanbul Ekip,EFT,2024-10-18,18,6
İstanbul Ekip,EFT,2024-10-18,19,7
İstanbul Ekip,EFT,2024-10-18,21,2
Ankara Ekip,EFT,2024-10-18,21,2
Merkez Ekip,EFT,2024-10-21,1,1
İstanbul Ekip,EFT,2024-10-21,1,2
Ankara Ekip,EFT,2024-10-21,1,3
Merkez Ekip,EFT,2024-10-21,4,1
İstanbul Ekip,EFT,2024-10-21,4,2
Ankara Ekip,EFT,2024-10-21,4,1
Merkez Ekip,EFT,2024-10-21,7,8
İstanbul Ekip,EFT,2024-10-21,7,5
Ankara Ekip,EFT,2024-10-21,7,3
Merkez Ekip,EFT,2024-10-21,8,7
İstanbul Ekip,EFT,2024-10-21,8,5
Ankara Ekip,EFT,2024-10-21,8,4
Merkez Ekip,EFT,2024-10-21,9,34
İstanbul Ekip,EFT,2024-10-21,9,23
Ankara Ekip,EFT,2024-10-21,9,11
Merkez Ekip,EFT,2024-10-21,10,17
İstanbul Ekip,EFT,2024-10-21,10,9
Ankara Ekip,EFT,2024-10-21,10,15
Merkez Ekip,EFT,2024-10-21,11,31
İstanbul Ekip,EFT,2024-10-21,11,20
Ankara Ekip,EFT,2024-10-21,11,12
Merkez Ekip,EFT,2024-10-21,12,9
İstanbul Ekip,EFT,2024-10-21,12,6
Ankara Ekip,EFT,2024-10-21,12,6
Merkez Ekip,EFT,2024-10-21,13,12
İstanbul Ekip,EFT,2024-10-21,13,9
Ankara Ekip,EFT,2024-10-21,13,9
Merkez Ekip,EFT,2024-10-21,14,3
İstanbul Ekip,EFT,2024-10-21,14,1
Merkez Ekip,EFT,2024-10-21,15,11
İstanbul Ekip,EFT,2024-10-21,15,9
Ankara Ekip,EFT,2024-10-21,15,6
Merkez Ekip,EFT,2024-10-21,16,5
İstanbul Ekip,EFT,2024-10-21,16,8
Ankara Ekip,EFT,2024-10-21,16,5
Merkez Ekip,EFT,2024-10-21,17,17
İstanbul Ekip,EFT,2024-10-21,17,11
Ankara Ekip,EFT,2024-10-21,17,5
Merkez Ekip,EFT,2024-10-21,18,2
İstanbul Ekip,EFT,2024-10-21,18,4
Ankara Ekip,EFT,2024-10-21,18,1
Merkez Ekip,EFT,2024-10-21,21,6
İstanbul Ekip,EFT,2024-10-21,21,2
Ankara Ekip,EFT,2024-10-21,21,3
İstanbul Ekip,EFT,2024-10-21,23,1
Ankara Ekip,EFT,2024-10-21,23,1
Merkez Ekip,EFT,2024-10-22,0,1
İstanbul Ekip,EFT,2024-10-22,0,6
Merkez Ekip,EFT,2024-10-22,3,1
İstanbul Ekip,EFT,2024-10-22,3,1
Merkez Ekip,EFT,2024-10-22,6,2
İstanbul Ekip,EFT,2024-10-22,7,1
Merkez Ekip,EFT,2024-10-22,8,11
İstanbul Ekip,EFT,2024-10-22,8,8
Ankara Ekip,EFT,2024-10-22,8,6
Merkez Ekip,EFT,2024-10-22,9,7
İstanbul Ekip,EFT,2024-10-22,9,6
Ankara Ekip,EFT,2024-10-22,9,3
Merkez Ekip,EFT,2024-10-22,10,1
İstanbul Ekip,EFT,2024-10-22,10,5
Ankara Ekip,EFT,2024-10-22,10,1
Merkez Ekip,EFT,2024-10-22,11,10
İstanbul Ekip,EFT,2024-10-22,11,18
Ankara Ekip,EFT,2024-10-22,11,10
Merkez Ekip,EFT,2024-10-22,12,9
İstanbul Ekip,EFT,2024-10-22,12,8
Ankara Ekip,EFT,2024-10-22,12,2
Merkez Ekip,EFT,2024-10-22,13,16
İstanbul Ekip,EFT,2024-10-22,13,10
Ankara Ekip,EFT,2024-10-22,13,5
Merkez Ekip,EFT,2024-10-22,14,10
İstanbul Ekip,EFT,2024-10-22,14,3
Ankara Ekip,EFT,2024-10-22,14,3
İstanbul Ekip,EFT,2024-10-22,15,2
Merkez Ekip,EFT,2024-10-22,16,14
İstanbul Ekip,EFT,2024-10-22,16,5
Ankara Ekip,EFT,2024-10-22,16,1
Merkez Ekip,EFT,2024-10-22,17,5
İstanbul Ekip,EFT,2024-10-22,17,3
Ankara Ekip,EFT,2024-10-22,17,1
Merkez Ekip,EFT,2024-10-22,18,4
İstanbul Ekip,EFT,2024-10-22,18,2
İstanbul Ekip,EFT,2024-10-22,23,2
Merkez Ekip,EFT,2024-10-23,0,8
İstanbul Ekip,EFT,2024-10-23,0,2
Ankara Ekip,EFT,2024-10-23,0,3
Merkez Ekip,EFT,2024-10-23,2,1
Ankara Ekip,EFT,2024-10-23,3,1
Merkez Ekip,EFT,2024-10-23,6,2
İstanbul Ekip,EFT,2024-10-23,6,1
Ankara Ekip,EFT,2024-10-23,6,1
Merkez Ekip,EFT,2024-10-23,7,1
İstanbul Ekip,EFT,2024-10-23,7,1
Ankara Ekip,EFT,2024-10-23,7,3
Merkez Ekip,EFT,2024-10-23,8,9
İstanbul Ekip,EFT,2024-10-23,8,2
Ankara Ekip,EFT,2024-10-23,8,4
Merkez Ekip,EFT,2024-10-23,9,21
İstanbul Ekip,EFT,2024-10-23,9,16
Ankara Ekip,EFT,2024-10-23,9,11
Merkez Ekip,EFT,2024-10-23,10,5
İstanbul Ekip,EFT,2024-10-23,10,3
Ankara Ekip,EFT,2024-10-23,10,1
Merkez Ekip,EFT,2024-10-23,11,1
Ankara Ekip,EFT,2024-10-23,11,1
Merkez Ekip,EFT,2024-10-23,12,8
İstanbul Ekip,EFT,2024-10-23,12,3
Ankara Ekip,EFT,2024-10-23,12,6
Merkez Ekip,EFT,2024-10-23,13,8
İstanbul Ekip,EFT,2024-10-23,13,5
Ankara Ekip,EFT,2024-10-23,13,3
Merkez Ekip,EFT,2024-10-23,14,6
İstanbul Ekip,EFT,2024-10-23,14,10
Ankara Ekip,EFT,2024-10-23,14,8
Merkez Ekip,EFT,2024-10-23,15,7
İstanbul Ekip,EFT,2024-10-23,15,11
Ankara Ekip,EFT,2024-10-23,15,6
Merkez Ekip,EFT,2024-10-23,16,4
İstanbul Ekip,EFT,2024-10-23,16,10
Ankara Ekip,EFT,2024-10-23,16,6
Merkez Ekip,EFT,2024-10-23,17,1
İstanbul Ekip,EFT,2024-10-23,17,4
Ankara Ekip,EFT,2024-10-23,17,3
Merkez Ekip,EFT,2024-10-23,18,1
Merkez Ekip,EFT,2024-10-23,23,1
İstanbul Ekip,EFT,2024-10-23,23,2
Merkez Ekip,EFT,2024-10-24,3,4
İstanbul Ekip,EFT,2024-10-24,3,6
Ankara Ekip,EFT,2024-10-24,3,8
Merkez Ekip,EFT,2024-10-24,5,1
İstanbul Ekip,EFT,2024-10-24,5,1
Merkez Ekip,EFT,2024-10-24,6,3
İstanbul Ekip,EFT,2024-10-24,6,3
Ankara Ekip,EFT,2024-10-24,6,2
Merkez Ekip,EFT,2024-10-24,7,1
Merkez Ekip,EFT,2024-10-24,8,9
İstanbul Ekip,EFT,2024-10-24,8,10
Ankara Ekip,EFT,2024-10-24,8,9
Merkez Ekip,EFT,2024-10-24,9,14
İstanbul Ekip,EFT,2024-10-24,9,11
Ankara Ekip,EFT,2024-10-24,9,6
Merkez Ekip,EFT,2024-10-24,10,10
İstanbul Ekip,EFT,2024-10-24,10,6
Ankara Ekip,EFT,2024-10-24,10,3
Merkez Ekip,EFT,2024-10-24,11,1
İstanbul Ekip,EFT,2024-10-24,11,4
İstanbul Ekip,EFT,2024-10-24,12,2
Ankara Ekip,EFT,2024-10-24,12,1
Merkez Ekip,EFT,2024-10-24,13,3
İstanbul Ekip,EFT,2024-10-24,13,1
Ankara Ekip,EFT,2024-10-24,13,4
Merkez Ekip,EFT,2024-10-24,14,6
İstanbul Ekip,EFT,2024-10-24,14,4
Ankara Ekip,EFT,2024-10-24,14,1
Merkez Ekip,EFT,2024-10-24,15,11
İstanbul Ekip,EFT,2024-10-24,15,9
Ankara Ekip,EFT,2024-10-24,15,4
Merkez Ekip,EFT,2024-10-24,16,7
İstanbul Ekip,EFT,2024-10-24,16,10
Ankara Ekip,EFT,2024-10-24,16,3
Merkez Ekip,EFT,2024-10-24,17,11
İstanbul Ekip,EFT,2024-10-24,17,11
Merkez Ekip,EFT,2024-10-24,18,5
İstanbul Ekip,EFT,2024-10-24,18,3
Ankara Ekip,EFT,2024-10-24,18,5
İstanbul Ekip,EFT,2024-10-24,19,2
Merkez Ekip,EFT,2024-10-25,0,1
İstanbul Ekip,EFT,2024-10-25,2,1
Ankara Ekip,EFT,2024-10-25,2,1
Merkez Ekip,EFT,2024-10-25,3,7
İstanbul Ekip,EFT,2024-10-25,3,6
Ankara Ekip,EFT,2024-10-25,3,5
İstanbul Ekip,EFT,2024-10-25,4,1
Merkez Ekip,EFT,2024-10-25,6,1
Merkez Ekip,EFT,2024-10-25,7,5
İstanbul Ekip,EFT,2024-10-25,7,9
Ankara Ekip,EFT,2024-10-25,7,1
Merkez Ekip,EFT,2024-10-25,8,5
İstanbul Ekip,EFT,2024-10-25,8,3
Ankara Ekip,EFT,2024-10-25,8,1
Merkez Ekip,EFT,2024-10-25,9,12
İstanbul Ekip,EFT,2024-10-25,9,11
Ankara Ekip,EFT,2024-10-25,9,4
Merkez Ekip,EFT,2024-10-25,10,11
İstanbul Ekip,EFT,2024-10-25,10,4
Ankara Ekip,EFT,2024-10-25,10,7
Merkez Ekip,EFT,2024-10-25,11,1
Ankara Ekip,EFT,2024-10-25,11,1
Merkez Ekip,EFT,2024-10-25,12,8
İstanbul Ekip,EFT,2024-10-25,12,4
Ankara Ekip,EFT,2024-10-25,12,1
Merkez Ekip,EFT,2024-10-25,13,7
İstanbul Ekip,EFT,2024-10-25,13,5
Ankara Ekip,EFT,2024-10-25,13,3
Merkez Ekip,EFT,2024-10-25,14,5
İstanbul Ekip,EFT,2024-10-25,14,5
Ankara Ekip,EFT,2024-10-25,14,1
Merkez Ekip,EFT,2024-10-25,15,3
İstanbul Ekip,EFT,2024-10-25,15,7
Ankara Ekip,EFT,2024-10-25,15,3
Merkez Ekip,EFT,2024-10-25,16,5
İstanbul Ekip,EFT,2024-10-25,16,2
Ankara Ekip,EFT,2024-10-25,16,1
Merkez Ekip,EFT,2024-10-25,17,10
İstanbul Ekip,EFT,2024-10-25,17,8
Ankara Ekip,EFT,2024-10-25,17,3
İstanbul Ekip,EFT,2024-10-25,18,1
Ankara Ekip,EFT,2024-10-25,18,2
Merkez Ekip,EFT,2024-10-25,19,3
İstanbul Ekip,EFT,2024-10-25,19,5
Ankara Ekip,EFT,2024-10-25,19,1
Merkez Ekip,EFT,2024-10-25,23,1
Ankara Ekip,EFT,2024-10-25,23,3
Merkez Ekip,EFT,2024-10-28,6,5
İstanbul Ekip,EFT,2024-10-28,6,4
Ankara Ekip,EFT,2024-10-28,6,4
Merkez Ekip,EFT,2024-10-28,7,2
İstanbul Ekip,EFT,2024-10-28,7,2
Ankara Ekip,EFT,2024-10-28,7,1
Merkez Ekip,EFT,2024-10-28,8,14
İstanbul Ekip,EFT,2024-10-28,8,3
Merkez Ekip,EFT,2024-10-28,9,8
İstanbul Ekip,EFT,2024-10-28,9,7
Ankara Ekip,EFT,2024-10-28,9,8
Merkez Ekip,EFT,2024-10-28,10,4
İstanbul Ekip,EFT,2024-10-28,10,6
Ankara Ekip,EFT,2024-10-28,10,4
Merkez Ekip,EFT,2024-10-28,11,25
İstanbul Ekip,EFT,2024-10-28,11,14
Ankara Ekip,EFT,2024-10-28,11,14
Merkez Ekip,EFT,2024-10-28,12,6
İstanbul Ekip,EFT,2024-10-28,12,5
Ankara Ekip,EFT,2024-10-28,12,7
Merkez Ekip,EFT,2024-10-28,13,12
İstanbul Ekip,EFT,2024-10-28,13,14
Ankara Ekip,EFT,2024-10-28,13,3
Merkez Ekip,EFT,2024-10-28,14,12
İstanbul Ekip,EFT,2024-10-28,14,11
Ankara Ekip,EFT,2024-10-28,14,4
Merkez Ekip,EFT,2024-10-28,15,2
İstanbul Ekip,EFT,2024-10-28,16,5
Ankara Ekip,EFT,2024-10-28,16,1
Merkez Ekip,EFT,2024-10-28,17,2
Merkez Ekip,EFT,2024-10-28,18,1
İstanbul Ekip,EFT,2024-10-28,18,2
Ankara Ekip,EFT,2024-10-28,18,2
Merkez Ekip,EFT,2024-10-28,19,3
Merkez Ekip,EFT,2024-10-28,21,1
İstanbul Ekip,EFT,2024-10-28,21,1
Merkez Ekip,EFT,2024-10-30,0,2
Ankara Ekip,EFT,2024-10-30,0,1
İstanbul Ekip,EFT,2024-10-30,1,1
Merkez Ekip,EFT,2024-10-30,5,1
İstanbul Ekip,EFT,2024-10-30,5,1
Merkez Ekip,EFT,2024-10-30,7,3
İstanbul Ekip,EFT,2024-10-30,7,5
Ankara Ekip,EFT,2024-10-30,7,4
Merkez Ekip,EFT,2024-10-30,8,1
İstanbul Ekip,EFT,2024-10-30,8,3
Merkez Ekip,EFT,2024-10-30,9,24
İstanbul Ekip,EFT,2024-10-30,9,28
Ankara Ekip,EFT,2024-10-30,9,11
Merkez Ekip,EFT,2024-10-30,10,37
İstanbul Ekip,EFT,2024-10-30,10,16
Ankara Ekip,EFT,2024-10-30,10,9
Merkez Ekip,EFT,2024-10-30,11,22
İstanbul Ekip,EFT,2024-10-30,11,23
Ankara Ekip,EFT,2024-10-30,11,5
Merkez Ekip,EFT,2024-10-30,12,4
İstanbul Ekip,EFT,2024-10-30,12,2
Ankara Ekip,EFT,2024-10-30,12,3
Merkez Ekip,EFT,2024-10-30,13,6
İstanbul Ekip,EFT,2024-10-30,13,9
Ankara Ekip,EFT,2024-10-30,13,7
Merkez Ekip,EFT,2024-10-30,14,7
İstanbul Ekip,EFT,2024-10-30,14,11
Ankara Ekip,EFT,2024-10-30,14,4
Merkez Ekip,EFT,2024-10-30,15,3
İstanbul Ekip,EFT,2024-10-30,15,2
Merkez Ekip,EFT,2024-10-30,16,3
Ankara Ekip,EFT,2024-10-30,16,1
Merkez Ekip,EFT,2024-10-30,17,4
İstanbul Ekip,EFT,2024-10-30,17,4
Ankara Ekip,EFT,2024-10-30,17,2
Merkez Ekip,EFT,2024-10-30,18,1
İstanbul Ekip,EFT,2024-10-30,18,2
Ankara Ekip,EFT,2024-10-30,18,2
Merkez Ekip,EFT,2024-10-30,19,1
Ankara Ekip,EFT,2024-10-30,19,1
Merkez Ekip,EFT,2024-10-30,21,6
İstanbul Ekip,EFT,2024-10-30,21,2
Ankara Ekip,EFT,2024-10-30,21,4
Merkez Ekip,EFT,2024-10-30,22,1
Merkez Ekip,EFT,2024-10-31,1,8
İstanbul Ekip,EFT,2024-10-31,1,4
Ankara Ekip,EFT,2024-10-31,1,3
Merkez Ekip,EFT,2024-10-31,4,7
İstanbul Ekip,EFT,2024-10-31,4,5
Ankara Ekip,EFT,2024-10-31,4,1
İstanbul Ekip,EFT,2024-10-31,5,1
Merkez Ekip,EFT,2024-10-31,6,2
Merkez Ekip,EFT,2024-10-31,7,26
İstanbul Ekip,EFT,2024-10-31,7,27
Ankara Ekip,EFT,2024-10-31,7,4
Merkez Ekip,EFT,2024-10-31,8,38
İstanbul Ekip,EFT,2024-10-31,8,26
Ankara Ekip,EFT,2024-10-31,8,14
Merkez Ekip,EFT,2024-10-31,9,5
İstanbul Ekip,EFT,2024-10-31,9,2
Ankara Ekip,EFT,2024-10-31,9,1
Merkez Ekip,EFT,2024-10-31,10,18
İstanbul Ekip,EFT,2024-10-31,10,19
Ankara Ekip,EFT,2024-10-31,10,5
Merkez Ekip,EFT,2024-10-31,11,2
İstanbul Ekip,EFT,2024-10-31,11,2
Ankara Ekip,EFT,2024-10-31,11,3
Merkez Ekip,EFT,2024-10-31,12,17
İstanbul Ekip,EFT,2024-10-31,12,14
Ankara Ekip,EFT,2024-10-31,12,8
Merkez Ekip,EFT,2024-10-31,13,8
İstanbul Ekip,EFT,2024-10-31,13,6
Ankara Ekip,EFT,2024-10-31,13,3
Merkez Ekip,EFT,2024-10-31,14,27
İstanbul Ekip,EFT,2024-10-31,14,21
Ankara Ekip,EFT,2024-10-31,14,10
Merkez Ekip,EFT,2024-10-31,15,12
İstanbul Ekip,EFT,2024-10-31,15,17
Ankara Ekip,EFT,2024-10-31,15,10
Merkez Ekip,EFT,2024-10-31,16,7
İstanbul Ekip,EFT,2024-10-31,16,3
Ankara Ekip,EFT,2024-10-31,16,3
Merkez Ekip,EFT,2024-10-31,17,3
İstanbul Ekip,EFT,2024-10-31,17,3
Ankara Ekip,EFT,2024-10-31,17,3
İstanbul Ekip,EFT,2024-10-31,18,1
Merkez Ekip,EFT,2024-10-31,19,6
İstanbul Ekip,EFT,2024-10-31,19,3
Ankara Ekip,EFT,2024-10-31,19,3
İstanbul Ekip,EFT,2024-10-31,20,1
Ankara Ekip,EFT,2024-11-01,0,1
İstanbul Ekip,EFT,2024-11-01,6,3
Ankara Ekip,EFT,2024-11-01,6,2
Merkez Ekip,EFT,2024-11-01,7,13
İstanbul Ekip,EFT,2024-11-01,7,8
Ankara Ekip,EFT,2024-11-01,7,5
Merkez Ekip,EFT,2024-11-01,8,24
İstanbul Ekip,EFT,2024-11-01,8,12
Ankara Ekip,EFT,2024-11-01,8,9
Merkez Ekip,EFT,2024-11-01,9,1
İstanbul Ekip,EFT,2024-11-01,9,2
Ankara Ekip,EFT,2024-11-01,9,1
Merkez Ekip,EFT,2024-11-01,10,18
İstanbul Ekip,EFT,2024-11-01,10,9
Ankara Ekip,EFT,2024-11-01,10,13
Merkez Ekip,EFT,2024-11-01,11,2
İstanbul Ekip,EFT,2024-11-01,11,2
Merkez Ekip,EFT,2024-11-01,12,11
İstanbul Ekip,EFT,2024-11-01,12,7
Ankara Ekip,EFT,2024-11-01,12,3
Merkez Ekip,EFT,2024-11-01,13,2
İstanbul Ekip,EFT,2024-11-01,13,5
Ankara Ekip,EFT,2024-11-01,13,2
Merkez Ekip,EFT,2024-11-01,14,5
İstanbul Ekip,EFT,2024-11-01,14,4
Ankara Ekip,EFT,2024-11-01,14,1
Merkez Ekip,EFT,2024-11-01,15,11
İstanbul Ekip,EFT,2024-11-01,15,4
Ankara Ekip,EFT,2024-11-01,15,5
Merkez Ekip,EFT,2024-11-01,16,2
İstanbul Ekip,EFT,2024-11-01,16,2
Ankara Ekip,EFT,2024-11-01,16,2
Merkez Ekip,EFT,2024-11-01,17,4
İstanbul Ekip,EFT,2024-11-01,17,2
Ankara Ekip,EFT,2024-11-01,17,6
Merkez Ekip,EFT,2024-11-04,0,3
İstanbul Ekip,EFT,2024-11-04,0,1
Ankara Ekip,EFT,2024-11-04,0,3
Merkez Ekip,EFT,2024-11-04,1,2
İstanbul Ekip,EFT,2024-11-04,1,2
Ankara Ekip,EFT,2024-11-04,1,1
Merkez Ekip,EFT,2024-11-04,2,1
Merkez Ekip,EFT,2024-11-04,6,1
İstanbul Ekip,EFT,2024-11-04,6,3
Merkez Ekip,EFT,2024-11-04,7,7
İstanbul Ekip,EFT,2024-11-04,7,12
Ankara Ekip,EFT,2024-11-04,7,3
Merkez Ekip,EFT,2024-11-04,8,12
İstanbul Ekip,EFT,2024-11-04,8,8
Ankara Ekip,EFT,2024-11-04,8,5
Merkez Ekip,EFT,2024-11-04,9,39
İstanbul Ekip,EFT,2024-11-04,9,41
Ankara Ekip,EFT,2024-11-04,9,20
Merkez Ekip,EFT,2024-11-04,10,16
İstanbul Ekip,EFT,2024-11-04,10,15
Ankara Ekip,EFT,2024-11-04,10,13
Merkez Ekip,EFT,2024-11-04,11,22
İstanbul Ekip,EFT,2024-11-04,11,10
Ankara Ekip,EFT,2024-11-04,11,6
Merkez Ekip,EFT,2024-11-04,12,7
İstanbul Ekip,EFT,2024-11-04,12,5
Ankara Ekip,EFT,2024-11-04,12,3
Merkez Ekip,EFT,2024-11-04,13,6
İstanbul Ekip,EFT,2024-11-04,13,6
Ankara Ekip,EFT,2024-11-04,13,2
Merkez Ekip,EFT,2024-11-04,14,17
İstanbul Ekip,EFT,2024-11-04,14,12
Ankara Ekip,EFT,2024-11-04,14,6
Merkez Ekip,EFT,2024-11-04,15,17
İstanbul Ekip,EFT,2024-11-04,15,10
Ankara Ekip,EFT,2024-11-04,15,9
Merkez Ekip,EFT,2024-11-04,16,8
İstanbul Ekip,EFT,2024-11-04,16,8
Ankara Ekip,EFT,2024-11-04,16,4
Merkez Ekip,EFT,2024-11-04,17,1
İstanbul Ekip,EFT,2024-11-04,17,2
Ankara Ekip,EFT,2024-11-04,17,1
Merkez Ekip,EFT,2024-11-04,18,1
İstanbul Ekip,EFT,2024-11-04,18,1
